university,AGRICULTURAL SCIENCES,BIOLOGY & BIOCHEMISTRY,CHEMISTRY,CLINICAL MEDICINE,COMPUTER SCIENCE,ECONOMICS & BUSINESS,ENGINEERING,ENVIRONMENT ECOLOGY,GEOSCIENCES,IMMUNOLOGY,MATERIALS SCIENCE,MATHEMATICS,MICROBIOLOGY,MOLECULAR BIOLOGY & GENETICS,MULTIDISCIPLINARY,NEUROSCIENCE & BEHAVIOR,PHARMACOLOGY & TOXICOLOGY,PHYSICS,PLANT & ANIMAL SCIENCE,PSYCHIATRY PSYCHOLOGY,"SOCIAL SCIENCES, GENERAL",SPACE SCIENCE
SPRINGER NATURE,,,,,,,,,,,,,,,,,282.0,,,,,
SREE CHITRA TIRUNAL INSTITUTE FOR MEDICAL SCIENCES TECHNOLOGY (SCTIMST),,,,1200.0,,,,,,,,,,,,839.0,,,,,,
SRI INTERNATIONAL,,,,6746.0,,,,,,,,,,,,1269.0,,,,,,
SRI JAYEWARDENEPURA GEN HOSP & PGMI,,,,4777.0,,,,,,,,,,,,,,,,,,
SRI RAMACHANDRA INSTITUTE OF HIGHER EDUCATION & RESEARCH,,,,1455.0,,,,,,,,,,,,,,,,,,
SRI VENKATESWARA COLL ENGN,,,,,,,2157.0,,,,,,,,,,,,,,,
SRI VENKATESWARA UNIVERSITY,,,1942.0,,,,,,,,,,,,,,,,,,,
SRINIVAS GROUP OF INSTITUTIONS,,,,3036.0,,,,,,,,,,,,,,,,,,
SRIRAMA CHANDRA BHANJA MEDICAL COLLEGE & HOSPITAL,,,,4089.0,,,,,,,,,,,,,,,,,,
SRM INSTITUTE OF SCIENCE & TECHNOLOGY CHENNAI,,1074.0,707.0,3715.0,644.0,,539.0,1233.0,,,515.0,,,,,,,,,,,
SRM UNIVERSITY-AP,,,,,,,2696.0,,,,,,,,,,,,,,,
SRON NETHERLANDS INST SPACE RES,,,,,,,,,866.0,,,,,,,,,,,,,213.0
SRUC,,,,,,,,,,,,,,,,,,,1865.0,,,
SS ANNUNZIATA HOSP,,,,5268.0,,,,,,,,,,,,,,,,,,
SSN COLLEGE OF ENGINEERING,,,1631.0,,,,1028.0,1232.0,,,,,,,,,,,,,,
ST ANNA HOSP,,,,4159.0,,,,,,,,,,,,,,,,,,
ST BARNABAS HOSP,,,,4643.0,,,,,,,,,,,,,,,,,,
ST CHRISTOPHERS HOSP CHILDREN,,,,6373.0,,,,,,,,,,,,,,,,,,
ST CLARA HOSP,,,,5419.0,,,,,,,,,,,,,,,,,,
ST ELIZABETH HOSP,,,,5612.0,,,,,,,,,,,,,,,,,,
ST FRANCIS HOSP,,,,2962.0,,,,,,,,,,,,,,,,,,
ST GEORGE HOSPITAL,,,,1556.0,,,,,,,,,,,,,,,,,,
ST GEORGES UNIV,,,,4036.0,,,,,,,,,,,,,,,,,,
ST GEORGES UNIV HOSP FDN TRUST,,,,6486.0,,,,,,,,,,,,,,,,,,
ST GEORGES UNIV HOSP NHS FDN TRUST,,,,1756.0,,,,,,,,,,,,,,,,,,
ST JAMES SCH MED,,,,1351.0,,,,,,,,,,,,,,,,,,
ST JEROME MED RES INC,,,,6252.0,,,,,,,,,,,,,,,,,,
ST JOHN GOD HLTH PK,,,,3628.0,,,,,,,,,,,,,,,,,,
ST JOHN OF GOD HEALTH CARE,,,,2101.0,,,,,,,,,,,,,,,,,,
ST JOHN OF GOD MURDOCH HOSPITAL,,,,6720.0,,,,,,,,,,,,,,,,,,
ST JOHN OF GOD SUBIACO HOSPITAL,,,,3213.0,,,,,,,,,,,,,,,,,,
ST JOHNS HOSP,,,,3452.0,,,,,,,,,,,,,,,,,,
ST JOSEFS HOSP,,,,5869.0,,,,,,,,,,,,,,,,,,
ST JOSEPH HOSP,,,,5021.0,,,,,,,,,,,,,,,,,,
ST JOSEPH UNIV,,,,3255.0,,,,,,,,,,,,,,,,,,
ST JOSEPHS HEALTHCARE,,,,3104.0,,,,,,,,,,,,,,,,,,
ST JOSEPHS MED ASSOCIATES,,,,4777.0,,,,,,,,,,,,,,,,,,
ST JUDE CHILDREN'S RESEARCH HOSPITAL,,589.0,,490.0,,,,,,165.0,,,304.0,201.0,,366.0,450.0,,,,1676.0,
ST LUKES CANC CTR,,,,5060.0,,,,,,,,,,,,,,,,,,
ST LUKES HOSP,,,,5487.0,,,,,,,,,,,,,,,,,,
ST LUKES HOSPITAL,,,,3992.0,,,,,,,,,,,,,,,,,,
ST LUKES UNIV HLTH NETWORK,,,,5856.0,,,,,,,,,,,,,,,,,,
ST MARK HOSP,,,,2803.0,,,,,,,,,,,,,,,,,,
ST MARY'S UNIVERSITY TWICKENHAM LONDON,,,,5708.0,,,,,,,,,,,,,,,,,,
ST MARYS HOSP,,,,3521.0,,,,,,923.0,,,,,,,,,,,,
ST MICHAELS HOSP,,,,5830.0,,,,,,,,,,,,,,,,,,
ST PAULS HOSP,,,,1928.0,,,,,,,,,,,,,,,,,,
ST PAULS HOSP MILLENNIUM MED COLL,,,,3544.0,,,,,,,,,,,,,,,,,,
ST PETERSBURG GUZ CITY CLIN HOSP 40,,,,4777.0,,,,,,,,,,,,,,,,,,
ST PETERSBURG GUZ CITY CLIN HOSP ST PETERSBURG,,,,4777.0,,,,,,,,,,,,,,,,,,
ST PETERSBURG STATE HEALTHCARE INST,,,,4728.0,,,,,,,,,,,,,,,,,,
ST VINCENT HEART CTR,,,,6317.0,,,,,,,,,,,,,,,,,,
ST VINCENT HOSP,,,,5014.0,,,,,,,,,,,,,,,,,,
ST VINCENT'S CLINIC,,,,,,,,,,857.0,,,,,,,,,,,,
ST VINCENT'S HEALTH,,,,775.0,,,,,,,,,,,,1099.0,,,,788.0,1681.0,
ST VINCENT'S HOSPITAL MELBOURNE,,,,797.0,,,,,,,,,,,,1112.0,,,,857.0,1686.0,
ST VINCENTS HOSPITAL SYDNEY,,1386.0,,583.0,,,,,,652.0,,,,859.0,,894.0,1134.0,,,551.0,1405.0,
ST VINCENZ HOSP,,,,5602.0,,,,,,,,,,,,,,,,,,
ST. ANNA CHILDREN'S CANCER RESEARCH INSTITUTE (CCRI),,,,3257.0,,,,,,,,,,,,,,,,,,
ST. ANNE'S UNIVERSITY HOSPITAL BRNO (FNUSA),,,,2268.0,,,,,,,,,,,,877.0,,,,,,
ST. ANNE'S UNIVERSITY HOSPITAL BRNO (FNUSA-ICRC),,,,2884.0,,,,,,,,,,,,1256.0,,,,,,
ST. ANTONIUS HOSPITAL UTRECHT,,,,824.0,,,,,,,,,,,,,,,,,,
ST. ELIZABETH'S MEDICAL CENTER,,,,3838.0,,,,,,,,,,,,,,,,,,
ST. FRANZISKUS-HOSPITAL,,,,4123.0,,,,,,,,,,,,,,,,,,
ST. JOHANNES HOSPITAL,,,,4120.0,,,,,,,,,,,,,,,,,,
ST. JOHN HOSPITAL & MEDICAL CENTER,,,,5882.0,,,,,,,,,,,,,,,,,,
ST. JOHN'S MEDICAL COLLEGE,,,,1406.0,,,,,,,,,,,,,,,,,,
ST. JOHN'S NATIONAL ACADEMY OF HEALTH SCIENCES,,,,910.0,,,,,,,,,,,,,,,,,,
ST. JOHN'S RESEARCH INSTITUTE,,,,2458.0,,,,,,,,,,,,,,,,,,
ST. JOHN'S UNIVERSITY,,1395.0,,5189.0,,,,,,,,,,1066.0,,,453.0,,,,1411.0,
"ST. JOSEPH'S COLLEGE OF ENGINEERING, CHENNAI",,,,,,,2531.0,,,,,,,,,,,,,,,
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,,,,2289.0,,,,,,,,,,,,806.0,,,,,,
ST. LOUIS CHILDREN'S HOSPITAL,,,,2482.0,,,,,,,,,,,,,,,,,,
ST. LUKE'S INTERNATIONAL HOSPITAL,,,,1238.0,,,,,,,,,,,,,,,,,,
ST. MARIEN HOSPITAL,,,,1533.0,,,,,,,,,,,,,,,,,,
ST. PAUL'S HOSPITAL,,,,847.0,,,,,,,,,,,,,,,,,1147.0,
ST. PETERSBURG SCIENTIFIC CENTRE OF THE RUSSIAN ACADEMY OF SCIENCES,,1548.0,1459.0,,,,2179.0,,,,938.0,,,1112.0,,,,450.0,,,,
ST. VINCENT'S INSTITUTE OF MEDICAL RESEARCH,,,,5318.0,,,,,,,,,,,,,,,,,,
STAFFORDSHIRE UNIVERSITY,,,,5958.0,,,,,,,,,,,,,,,,,1616.0,
STANFORD CANCER INSTITUTE,,843.0,,716.0,,,,,,,,,,648.0,,,,,,,,
STANFORD CARDIOVASC INST,,,,6568.0,,,,,,,,,,,,,,,,,,
STANFORD MED,,,,6214.0,,,,,,,,,,,,,,,,,,
STANFORD MEDICINE,,,,1089.0,,,,,,,,,,,,,,,,,,
STANLEY DUDRICKS MEM HOSP,,,,5994.0,,,,,,,,,,,,,,,,,,
STANWELL RD SURG,,,,4777.0,,,,,,,,,,,,,,,,,,
STARSHIP CHILDREN'S HOSPITAL,,,,2520.0,,,,,,,,,,,,,,,,,,
STAT AUSTRIA,,,,4550.0,,,,,,,,,,,,,,,,,,
STATE ENVIRONM PROTECT KEY LAB SOURCES & CONTROL,,,,,,,,1246.0,1103.0,,,,,,,,,,,,,
STATE GRID CORPORATION OF CHINA,,,2060.0,,834.0,,123.0,,,,1304.0,,,,,,,,,,,
STATE KEY LAB CRYPTOL,,,,,448.0,,,,,,,,,,,,,,,,,
STATE KEY LAB ONCOLOGY SOUTH CHINA,,978.0,,550.0,,,,,,913.0,,,,325.0,,,839.0,,,,,
STATE KEY LABORATORY OF RESPIRATORY DISEASE,,,2139.0,1360.0,,,,,,770.0,,,623.0,1149.0,,,735.0,,,,,
STATE KEY LABORATORY OF TRANSIENT OPTICS & PHOTONICS,,,,,600.0,,1827.0,,,,,,,,,,,,,,,
"STATE KEY LABORATORY OF TREE GENETICS & BREEDING, CAF",,,,,,,,,,,,,,,,,,,834.0,,,
STATE KEY LABORATORY SURFACTANT FINE CHEMISTRY,,,92.0,,,,925.0,1678.0,,,232.0,,,,,,,,,,,
STATE RESEARCH INSTITUTE CENTRE FOR INNOVATIVE MEDICINE,,,,5435.0,,,,,,,,,,,,,,,,,,
STATE UNIVERSITY OF NEW YORK (SUNY) COLLEGE OF ENVIRONMENTAL SCIENCE & FORESTRY,,,,,,,2528.0,740.0,832.0,,,,,,,,,,900.0,,2167.0,
STATENS SERUM INSTITUT,,1163.0,,1737.0,,,,,,284.0,,,308.0,697.0,,,1033.0,,,,1682.0,
STATISTICON AB,,,,5978.0,,,,,,,,,,,,,,,,,,
STATISTICS CANADA,,,,3849.0,,,,,,,,,,,,,,,,,1145.0,
STATISTICS COLLABORATIVE,,,,5805.0,,,,,,,,,,,,,,,,,,
STATISTICS NORWAY,,,,,,,,,,,,,,,,,,,,,2303.0,
STAVANGER UNIVERSITY HOSPITAL,,,,1079.0,,,,,,,,,,,,745.0,,,,,1760.0,
STAZIONE ZOOLOGICA ANTON DOHRN,,1299.0,,,,,,807.0,,,,,,,,,,,676.0,,,
STEADMAN CLIN,,,,3672.0,,,,,,,,,,,,,,,,,,
STEADMAN PHILIPPON RESEARCH INSTITUTE,,,,2819.0,,,,,,,,,,,,,,,,,,
STEDMAN CLIN TRIALS,,,,4777.0,,,,,,,,,,,,,,,,,,
STEFAN CEL MARE UNIVERSITY OF SUCEAVA,1370.0,,,,,,,1937.0,,,,,,,,,,,,,,
STEKLOV MATHEMATICAL INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES,,,,,,,,,,,,160.0,,,,,,,,,,
STELLENBOSCH UNIVERSITY,241.0,563.0,1412.0,503.0,340.0,,1010.0,204.0,872.0,310.0,1360.0,,450.0,885.0,,637.0,847.0,,238.0,405.0,316.0,
STENO DIABETES CENTER,,,,1112.0,,,,,,,,,,948.0,,,,,,,2130.0,
STEVE BIKO ACADEMY HOSPITAL,,,,6331.0,,,,,,,,,,,,,,,,,,
STEVEN & ALEXANDRA COHEN CHILDREN'S MEDICAL CENTER OF NEW YORK,,,,2445.0,,,,,,,,,,,,,,,,,,
STEVENS INSTITUTE OF TECHNOLOGY,,,,,405.0,,802.0,,,,1238.0,,,,,,,,,,,
STFC DARESBURY LABORATORY,,,,,,,,,,,,,,,,,,832.0,,,,
STFC RUTHERFORD APPLETON LABORATORY,,,452.0,,,,2209.0,,,,759.0,,,,,,,108.0,,,,
"STINGER GHAFFARIAN TECHNOLOGIES, INC. (SGT)",,,,,,,,,928.0,,,,,,,,,,,,,
STMICROELECTRONICS,,,,,,,1712.0,,,,,,,,,,,,,,,
STOCKHOLM ENVIRONMENT INSTITUTE,,,,,,,,755.0,,,,,,,,,,,,,1177.0,
STOCKHOLM GERONTOL RESEARCH CENTER,,,,6430.0,,,,,,,,,,,,,,,,,,
STOCKHOLM SCHOOL OF ECONOMICS,,,,,,215.0,,,,,,,,,,,,,,881.0,1819.0,
STOLLERY CHILDREN'S HOSPITAL,,,,2652.0,,,,,,,,,,,,,,,,,,
STONY BROOK UNIVERSITY HOSPITAL,,,,2483.0,,,,,,,,,,,,,,,,,,
STOWERS INSTITUTE FOR MEDICAL RESEARCH,,,,,,,,,,,,,,959.0,,,,,,,,
STRATEGIC POLICY & RESULTS SECTOR - NATURAL RESOURCES CANADA,,,,,,,,,893.0,,,,,,,,,,,,,
STRELITZ DIABET CTR,,,,4737.0,,,,,,,,,,,,,,,,,,
SUDANESE PUBL HLTH CONSULTANCY GRP,,,,6274.0,,,,,,,,,,,,,,,,,,
SUEZ CANAL UNIVERSITY,786.0,1363.0,1607.0,1992.0,,,1424.0,1176.0,,,,,,,,,575.0,,819.0,,2214.0,
SUEZ UNIVERSITY,,,1686.0,,,,1414.0,,,,1405.0,,,,,,,,,,,
SUFFOLK UNIVERSITY,,,,,,,,,,,,,,,,,,,,1099.0,,
"SUKACHEV INSTITUTE OF FOREST, SIBERIAN BRANCH, RUSSIAN ACADEMY OF SCIENCES",,,,,,,,2027.0,,,,,,,,,,,1915.0,,,
SUKKUR IBA UNIVERSITY,,,,,,,1866.0,,,,,,,,,,,,,,,
SULAIMANI POLYTECHNIC UNIVERSITY,,,,,,,2644.0,,,,,,,,,,,,,,,
SULEYMAN DEMIREL UNIVERSITY,993.0,,,3392.0,,,1334.0,,,,,,,,,,,,1911.0,,2310.0,
SULTAN QABOOS UNIVERSITY,726.0,,1346.0,1674.0,,,798.0,1215.0,,,,,,,,,,,752.0,,1117.0,
SUMANA HOSP,,,,4777.0,,,,,,,,,,,,,,,,,,
SUMITOMO HOSPITAL,,,,6523.0,,,,,,,,,,,,,,,,,,
SUMMA HEALTH SYSTEM,,,,3442.0,,,,,,,,,,,,,,,,,,
SUMY STATE UNIVERSITY,,,,4629.0,,,,,,,,,,,,,,,,,,
SUNCHON NATIONAL UNIVERSITY,,,1801.0,,,,2194.0,,,,,,,,,,,,1608.0,,,
SUNDER LAL JAIN HOSP,,,,3475.0,,,,,,,,,,,,,,,,,,
SUNDERBY HOSPITAL,,,,5009.0,,,,,,,,,,,,,,,,,,
SUNDERLAND ROYAL HOSPITAL,,,,3177.0,,,,,,,,,,,,,,,,,,
SUNGKYUNKWAN UNIVERSITY (SKKU),853.0,437.0,177.0,201.0,188.0,346.0,263.0,736.0,,561.0,62.0,393.0,663.0,376.0,,402.0,154.0,281.0,1115.0,545.0,662.0,
SUNNYBROOK HEALTH SCIENCE CENTER,,,,281.0,,,,,,804.0,,,,827.0,,294.0,,,,555.0,661.0,
SUNNYBROOK RESEARCH INSTITUTE,,,,286.0,,,,,,804.0,,,,829.0,,297.0,,,,556.0,666.0,
SUNSHINE COAST UNIVERSITY HOSPITAL,,,,6581.0,,,,,,,,,,,,,,,,,,
SUNSHINE HOSPITAL,,,,5253.0,,,,,,,,,,,,,,,,,,
SUNWAY UNIVERSITY,,,1712.0,6248.0,,,755.0,1981.0,,,,,,,,,,,,,1138.0,
SUNY DOWNSTATE HEALTH SCIENCES UNIVERSITY,,,,1104.0,,,,,,,,,,,,860.0,,,,831.0,1953.0,
SUNY NEW PALTZ,,,,,523.0,,,,,,,,,,,,,,,,,
SUNY UPSTATE MEDICAL UNIVERSITY,,,,1178.0,,,,,,,,,,783.0,,788.0,,,,598.0,1392.0,
SUPREME COUNCIL HLTH,,,,3317.0,,,,,,,,,,,,,,,,,,
SUPSI,,,,,597.0,,,,,,,,,,,,,,,,,
SURAJ EYE INSTITUTE,,,,897.0,,,,,,,,,,,,,,,,,,
SURANAREE UNIVERSITY OF TECHNOLOGY,,,,,,,1897.0,,,,1501.0,,,,,,,,,,,
SURREY MEM HOSP,,,,6578.0,,,,,,,,,,,,,,,,,,
SUSSEX PARTNERSHIP NHS FDN TRUST,,,,,,,,,,,,,,,,,,,,737.0,,
SUSTAINABLE DEV RES INST ECON & SOC BEIJING,,,,,,,1489.0,1746.0,,,,,,,,,,,,,1278.0,
SUTTER HLTH,,,,6336.0,,,,,,,,,,,,,,,,,,
"SUZHOU INSTITUTE OF NANO-TECH & NANO-BIONICS, CAS",,,815.0,,,,1985.0,,,,255.0,,,,,,,,,,,
SUZHOU UNIV,,,,6171.0,,,,,,,,,,,,,,,,,,
SUZHOU UNIVERSITY OF SCIENCE & TECHNOLOGY,,,788.0,,,,618.0,1026.0,,,604.0,,,,,,,,,,,
SUZHOU UNIVERSITY OF TECHNOLOGY,,,1920.0,,,,1812.0,,,,1112.0,,,,,,,,,,,
SVKM'S NMIMS (DEEMED TO BE UNIVERSITY),,,,,,,,,,,,,,,,,587.0,,,,,
SWAN LANE MED CTR,,,,4762.0,,,,,,,,,,,,,,,,,,
SWANSEA UNIVERSITY,,931.0,888.0,732.0,438.0,365.0,504.0,585.0,712.0,,557.0,,,,,1181.0,,,837.0,435.0,324.0,
SWEDISH AGCY HLTH TECHNOL ASSESSMENT & ASSESSMENT,,,,,,,,,,,,,,,,,,,,,2265.0,
SWEDISH CANCER INSTITUTE,,,,2806.0,,,,,,,,,,,,,,,,,,
SWEDISH INST SPACE PHYS,,,,,,,,,1171.0,,,,,,,,,,,,,
SWEDISH MED CTR,,,,5321.0,,,,,,,,,,,,,,,,,,
SWEDISH MEDICAL CENTER,,,,913.0,,,,,,,,,,,,1215.0,,,,,,
SWEDISH METEOROLOGICAL & HYDROLOGICAL INSTITUTE,,,,,,,,1407.0,440.0,,,,,,,,,,,,,
SWEDISH MUSEUM OF NATURAL HISTORY,,,,,,,,1320.0,562.0,,,,,,,,,,788.0,,,
SWEDISH RES COUNCIL HLTH,,,,5834.0,,,,,,,,,,,,,,,,,,
SWEDISH RES COUNCIL HLTH WORKING LIFE & WELF,,,,4156.0,,,,,,,,,,,,,,,,,,
SWEDISH SCHOOL OF SPORT & HEALTH SCIENCES,,,,6051.0,,,,,,,,,,,,,,,,,,
SWEIDI HOSP,,,,3916.0,,,,,,,,,,,,,,,,,,
SWINBURNE UNIVERSITY OF TECHNOLOGY SARAWAK,,,,,,456.0,2010.0,,,,,,,,,,,,,,,
SWISS CANC CTR LEMAN SCCL,,,,6138.0,,,,,,,,,,,,,,,,,,
"SWISS FEDERAL INSTITUTE FOR FOREST, SNOW & LANDSCAPE RESEARCH",888.0,,,,,,,131.0,197.0,,,,,,,,,,198.0,,910.0,
SWISS FEDERAL INSTITUTE OF AQUATIC SCIENCE & TECHNOLOGY (EAWAG),,1550.0,,,,,1794.0,153.0,718.0,,,,492.0,,,,,,1068.0,,1111.0,
SWISS FEDERAL LABORATORIES FOR MATERIALS SCIENCE & TECHNOLOGY (EMPA),,,595.0,,,,693.0,845.0,738.0,,146.0,,,,,,,995.0,,,,
SWISS FEDERAL RESEARCH STATION AGROSCOPE,249.0,,,,,,,554.0,,,,,419.0,,,,,,360.0,,,
SWISS FINANCE INSTITUTE (SFI),,,,,,505.0,,,,,,,,,,,,,,,,
SWISS GROUP FOR CLINICAL CANCER RESEARCH (SAKK),,,,4488.0,,,,,,,,,,,,,,,,,,
SWISS INSTITUTE EXPERIMENTAL CANCER RESEARCH,,,,3459.0,,,,,,,,,,,,,,,,,,
SWISS INSTITUTE OF ALLERGY & ASTHMA RESEARCH,,,,,,,,,,306.0,,,,,,,,,,,,
SWISS INSTITUTE OF BIOINFORMATICS,,67.0,1673.0,2716.0,,,,1619.0,,634.0,,,575.0,182.0,,,,,1471.0,,,
SWISS ORNITHOLOGICAL INSTITUTE,,,,,,,,1585.0,,,,,,,,,,,1580.0,,,
SWISS PARAPLEGIC RESEARCH,,,,5179.0,,,,,,,,,,,,,,,,,1775.0,
SWISS RES INST PUBL HLTH & ADDICT,,,,5673.0,,,,,,,,,,,,,,,,,,
SWISS SCHOOL OF PUBLIC HEALTH (SSPH+),,739.0,,495.0,,,,744.0,,253.0,,,342.0,459.0,,805.0,1136.0,,,799.0,392.0,
SWISS TROPICAL & PUBLIC HEALTH INSTITUTE,,,,800.0,,,,872.0,,441.0,,,489.0,,,,,,,,762.0,
SWPS UNIVERSITY OF SOCIAL SCIENCES & HUMANITIES,,,,,,,,,,,,,,,,,,,,406.0,1605.0,
SYDNEY ADVENTIST HOSPITAL,,,,5667.0,,,,,,,,,,,,,,,,,,
SYDNEY CHILDRENS HOSPITALS NETWORK,,,,1228.0,,,,,,933.0,,,,,,1185.0,,,,1119.0,1773.0,
SYDNEY HOSPITAL & SYDNEY EYE HOSPITAL,,,,3173.0,,,,,,,,,,,,,,,,,2373.0,
SYDNEY INSTITUTE OF MARINE SCIENCE,,,,,,,,1453.0,,,,,,,,,,,1231.0,,,
SYDNEY LOCAL HEALTH DISTRICT,,,,1893.0,,,,,,,,,,,,,,,,,1787.0,
SYLHET AGRICULTURAL UNIVERSITY,,,,,,,,,,,,,,,,,,,1604.0,,,
SYLVESTER COMPREHENS CANC CTR,,,,5845.0,,,,,,,,,,,,,,,,,,
SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT (SIBM) PUNE,,,,,,,,,,,,,,,,,,,,,1347.0,
SYMBIOSIS INSTITUTE OF HEALTH SCIENCES (SIHS),,,,5547.0,,,,,,,,,,,,,,,,,,
SYMBIOSIS INSTITUTE OF TECHNOLOGY (SIT),,,,,,,2538.0,,,,,,,,,,,,,,,
SYMBIOSIS INTERNATIONAL UNIVERSITY,,,,3947.0,,,1524.0,,,,,,,,,,,,,,898.0,
SYNARC,,,,5704.0,,,,,,,,,,,,,,,,,,
SYNEXUS HUNGARY LTD,,,,4777.0,,,,,,,,,,,,,,,,,,
SYNFUELS CHINA CO LTD,,,1586.0,,,,,,,,,,,,,,,,,,,
SYNGENTA,1075.0,,1693.0,,,,,,,,,,,,,,,,849.0,,,
SYNLAB GROUP,,,,3404.0,,,,,,,,,,1155.0,,,,,,,,
SYNOPSIS RES,,,,4777.0,,,,,,,,,,,,,,,,,,
SYNOTECH CONSULTANT,,,,2826.0,,,,,,,,,,,,,,,,,,
SYNOTECH CONSULTANTS,,,,5879.0,,,,,,,,,,,,,,,,,,
SYRACUSE UNIVERSITY,,,1877.0,3965.0,779.0,372.0,1245.0,1167.0,845.0,,1524.0,,,,,,,256.0,1874.0,534.0,304.0,
SYRIAN AMER MED SOC,,,,2601.0,,,,,,,,,,,,,,,,,,
SYRIAN EXPATRIATE MED ASSOC,,,,4300.0,,,,,,,,,,,,,,,,,,
SYSMEX CORPORATION,,1639.0,,,,,,,,,,,,,,,,,,,,
SYSTEMS RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES,,,,,539.0,,1449.0,,,,,,,,,,,,,,,
SZEGED UNIVERSITY,,1052.0,921.0,1215.0,,,,1909.0,,,,,,,,804.0,471.0,567.0,1171.0,,1990.0,
SZENT LASZLO HOSPITAL,,,,5182.0,,,,,,,,,,,,,,,,,,
SZENT PANTALEON HOSP,,,,4777.0,,,,,,,,,,,,,,,,,,
TABRIZ HLTH SERV MANAGEMNET CTR,,,,6434.0,,,,,,,,,,,,,,,,,,
TABRIZ UNIVERSITY OF MEDICAL SCIENCE,336.0,404.0,719.0,820.0,,,,,,626.0,1321.0,,,623.0,,943.0,86.0,,,,1099.0,
TACHIKAWA HOSPITAL,,,,2368.0,,,,,,,,,,,,,,,,,,
TAGORE HOSP & HEART CARE CTR,,,,4774.0,,,,,,,,,,,,,,,,,,
TAIBAH UNIVERSITY,,,804.0,2726.0,,,1062.0,,,,1395.0,,,,,,677.0,921.0,,,,
TAICHUNG VETERANS GENERAL HOSPITAL,,,,1500.0,,,,,,,,,,1095.0,,,,,,,,
TAIF UNIVERSITY,941.0,1133.0,714.0,4247.0,518.0,,471.0,1369.0,,,678.0,342.0,,,,,489.0,,708.0,,,
TAIPEI CITY HOSPITAL,,,,2857.0,,,,,,,,,,,,,,,,,,
TAIPEI MEDICAL UNIVERSITY,675.0,695.0,1044.0,469.0,,,2679.0,1579.0,,648.0,1403.0,,,748.0,,501.0,289.0,,,830.0,1063.0,
TAIPEI MEDICAL UNIVERSITY HOSPITAL,,,,2048.0,,,,,,,,,,,,,1268.0,,,,,
TAIPEI MUNICIPAL WANFANG HOSPITAL,,,,2087.0,,,,,,,,,,,,,1158.0,,,,,
TAIPEI TZU CHI HOSPITAL,,,,4614.0,,,,,,,,,,,,,,,,,,
TAIPEI VETERANS GENERAL HOSPITAL,,,,546.0,,,,,,,,,,,,593.0,1000.0,,,993.0,,
TAIWAN FORESTRY RES INST,,,,,,,,,,,,,,,,,,,1741.0,,,
TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY,,,,,,,2430.0,,,,,,,,,,,,,,,
TAIYUAN UNIVERSITY OF SCIENCE & TECHNOLOGY,,,1987.0,,547.0,,1153.0,,,,623.0,,,,,,,,,,,
TAIYUAN UNIVERSITY OF TECHNOLOGY,,,252.0,,,,227.0,1288.0,757.0,,168.0,,,,,,,975.0,,,,
TAIZ UNIVERSITY,,,,5302.0,,,,,,,,,,,,,,,,,,
TAIZHOU UNIVERSITY,,,904.0,5569.0,,,2234.0,1446.0,,,943.0,,,,,,,,1600.0,,,
TAKEDA PHARMACEUTICAL COMPANY LTD,,,,1890.0,,,,,,,,,,,,,507.0,,,,,
"TAKEDA PHARMACEUTICALS INTERNATIONAL, INC.",,,,5238.0,,,,,,,,,,,,,1221.0,,,,,
TALEGHANI HOSP,,,,6195.0,,,,,,,,,,,,,,,,,,
TALLAGHT UNIV HOSP,,,,5004.0,,,,,,,,,,,,,,,,,,
TALLINN UNIVERSITY,,,,,,,,,,,,,,,,,,,,,1472.0,
TALLINN UNIVERSITY OF TECHNOLOGY,,617.0,2135.0,,359.0,,943.0,1558.0,1084.0,,1363.0,,,,,,,,,,1578.0,
TAMIL NADU AGRICULTURAL UNIVERSITY,884.0,,,,,,,,,,,,,,,,,,1415.0,,,
TAMKANG UNIVERSITY,,,1106.0,,,,1628.0,,,,1324.0,,,,,,,,,,1574.0,
TAMPA GENERAL HOSPITAL,,,,4011.0,,,,,,,,,,,,,,,,,,
TAMPERE UNIVERSITY,1360.0,853.0,1234.0,444.0,361.0,478.0,496.0,1343.0,,756.0,716.0,,,410.0,,626.0,1335.0,,,436.0,256.0,
TAMPERE UNIVERSITY HOSPITAL,,,,848.0,,,,,,,,,,566.0,,974.0,,,,,1754.0,
TAN TAO UNIV,,,,4515.0,,,,,,,,,,,,,,,,,,
TAN TOCK SENG HOSPITAL,,,,1252.0,,,,,,731.0,,,,,,,,,,,,
TANTA UNIVERSITY,1011.0,1055.0,924.0,2043.0,,,377.0,1015.0,,,1058.0,,,,,,527.0,,795.0,,,
TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV,,,1046.0,,,,,,,,,,,,,,,990.0,,,,
TARBIAT MODARES UNIVERSITY,250.0,718.0,399.0,1516.0,506.0,,235.0,610.0,604.0,,472.0,,,1123.0,,1293.0,542.0,,492.0,,859.0,
TARIM UNIVERSITY,1071.0,,,,,,,,,,,,,,,,,,,,,
TARTU ENDOCRINOL CTR,,,,4777.0,,,,,,,,,,,,,,,,,,
